0.00.550.402 W model has unused tensor blk.64.attn_norm.weight (size = 20480 bytes) -- ignoring
0.00.550.408 W model has unused tensor blk.64.post_attention_norm.weight (size = 20480 bytes) -- ignoring
0.00.550.411 W model has unused tensor blk.64.attn_q.weight (size = 43253760 bytes) -- ignoring
0.00.550.412 W model has unused tensor blk.64.attn_k.weight (size = 3604480 bytes) -- ignoring
0.00.550.413 W model has unused tensor blk.64.attn_v.weight (size = 3604480 bytes) -- ignoring
0.00.550.417 W model has unused tensor blk.64.attn_output.weight (size = 21626880 bytes) -- ignoring
0.00.550.418 W model has unused tensor blk.64.attn_q_norm.weight (size = 1024 bytes) -- ignoring
0.00.550.420 W model has unused tensor blk.64.attn_k_norm.weight (size = 1024 bytes) -- ignoring
0.00.550.422 W model has unused tensor blk.64.ffn_gate.weight (size = 61276160 bytes) -- ignoring
0.00.550.423 W model has unused tensor blk.64.ffn_down.weight (size = 61276160 bytes) -- ignoring
0.00.550.424 W model has unused tensor blk.64.ffn_up.weight (size = 61276160 bytes) -- ignoring
0.00.550.426 W model has unused tensor blk.64.nextn.eh_proj.weight (size = 36044800 bytes) -- ignoring
0.00.550.428 W model has unused tensor blk.64.nextn.enorm.weight (size = 20480 bytes) -- ignoring
0.00.550.429 W model has unused tensor blk.64.nextn.hnorm.weight (size = 20480 bytes) -- ignoring
0.00.550.432 W model has unused tensor blk.64.nextn.shared_head_norm.weight (size = 20480 bytes) -- ignoring
0.02.940.557 I 
0.02.940.632 I system_info: n_threads = 16 (n_threads_batch = 16) / 32 | CUDA : ARCHS = 1200 | USE_GRAPHS = 1 | BLACKWELL_NATIVE_FP4 = 1 | CPU : SSE3 = 1 | SSSE3 = 1 | AVX = 1 | AVX_VNNI = 1 | AVX2 = 1 | F16C = 1 | FMA = 1 | BMI2 = 1 | AVX512 = 1 | AVX512_VBMI = 1 | AVX512_VNNI = 1 | AVX512_BF16 = 1 | LLAMAFILE = 1 | OPENMP = 1 | REPACK = 1 | 
0.02.944.849 I hellaswag_score : loaded 10042 tasks from prompt.
0.02.944.852 I ================================= is_spm = 0
0.02.944.853 I hellaswag_score : selecting 10042 randomized tasks.
0.05.630.252 I hellaswag_score : calculating hellaswag score over selected tasks.

task	acc_norm	95% confidence interval
2572	82.34836703%	[80.8270%, 83.7733%]
2573	82.31636222%	[80.7943%, 83.7421%]
2574	82.32323232%	[80.8017%, 83.7484%]
2575	82.29126214%	[80.7690%, 83.7173%]
2576	82.29813665%	[80.7764%, 83.7237%]
2577	82.26620101%	[80.7438%, 83.6926%]
2578	82.27307991%	[80.7512%, 83.6989%]
2579	82.27995347%	[80.7586%, 83.7053%]
2580	82.28682171%	[80.7660%, 83.7117%]
2581	82.25493995%	[80.7334%, 83.6806%]
2582	82.26181255%	[80.7408%, 83.6870%]
2583	82.26867983%	[80.7482%, 83.6933%]
2584	82.27554180%	[80.7556%, 83.6997%]
2585	82.28239845%	[80.7629%, 83.7061%]
2586	82.28924981%	[80.7703%, 83.7124%]
2587	82.29609586%	[80.7777%, 83.7188%]
2588	82.30293663%	[80.7850%, 83.7251%]
2589	82.30977211%	[80.7924%, 83.7314%]
2590	82.31660232%	[80.7997%, 83.7378%]
2591	82.32342725%	[80.8070%, 83.7441%]
2592	82.33024691%	[80.8144%, 83.7504%]
2593	82.33706132%	[80.8217%, 83.7568%]
2594	82.34387047%	[80.8290%, 83.7631%]
2595	82.35067437%	[80.8363%, 83.7694%]
2596	82.35747304%	[80.8437%, 83.7757%]
2597	82.36426646%	[80.8510%, 83.7820%]
2598	82.37105466%	[80.8583%, 83.7883%]
2599	82.33936129%	[80.8259%, 83.7574%]
2600	82.34615385%	[80.8332%, 83.7637%]
2601	82.31449443%	[80.8008%, 83.7328%]
2602	82.28285934%	[80.7685%, 83.7020%]
2603	82.28966577%	[80.7758%, 83.7083%]
2604	82.29646697%	[80.7832%, 83.7146%]
2605	82.30326296%	[80.7905%, 83.7209%]
2606	82.31005372%	[80.7978%, 83.7272%]
2607	82.31683928%	[80.8051%, 83.7335%]
2608	82.28527607%	[80.7728%, 83.7028%]
2609	82.29206593%	[80.7801%, 83.7091%]
2610	82.26053640%	[80.7479%, 83.6783%]
2611	82.26733052%	[80.7552%, 83.6846%]
2612	82.27411945%	[80.7625%, 83.6909%]
2613	82.24263299%	[80.7303%, 83.6603%]
2614	82.24942617%	[80.7376%, 83.6666%]
2615	82.25621415%	[80.7449%, 83.6729%]
2616	82.22477064%	[80.7128%, 83.6422%]
2617	82.23156286%	[80.7201%, 83.6485%]
2618	82.23834989%	[80.7274%, 83.6548%]
2619	82.24513173%	[80.7347%, 83.6611%]
2620	82.25190840%	[80.7420%, 83.6674%]
2621	82.25867989%	[80.7493%, 83.6737%]
2622	82.26544622%	[80.7565%, 83.6799%]
2623	82.27220740%	[80.7638%, 83.6862%]
2624	82.27896341%	[80.7711%, 83.6925%]
2625	82.28571429%	[80.7783%, 83.6988%]
2626	82.29246002%	[80.7856%, 83.7050%]
2627	82.29920061%	[80.7928%, 83.7113%]
2628	82.30593607%	[80.8001%, 83.7175%]
2629	82.31266641%	[80.8073%, 83.7238%]
2630	82.28136882%	[80.7753%, 83.6933%]
2631	82.28810338%	[80.7826%, 83.6995%]
2632	82.25683891%	[80.7506%, 83.6690%]
2633	82.26357767%	[80.7579%, 83.6753%]
2634	82.23234624%	[80.7260%, 83.6448%]
2635	82.23908918%	[80.7332%, 83.6511%]
2636	82.20789074%	[80.7014%, 83.6207%]
2637	82.21463785%	[80.7086%, 83.6270%]
2638	82.22137983%	[80.7158%, 83.6332%]
2639	82.22811671%	[80.7231%, 83.6395%]
2640	82.19696970%	[80.6913%, 83.6091%]
2641	82.20371072%	[80.6985%, 83.6154%]
2642	82.21044663%	[80.7058%, 83.6216%]
2643	82.21717745%	[80.7130%, 83.6279%]
2644	82.22390318%	[80.7202%, 83.6341%]
2645	82.23062382%	[80.7274%, 83.6403%]
2646	82.23733938%	[80.7346%, 83.6466%]
2647	82.24404987%	[80.7418%, 83.6528%]
2648	82.25075529%	[80.7491%, 83.6590%]
2649	82.25745564%	[80.7563%, 83.6652%]
2650	82.26415094%	[80.7634%, 83.6715%]
2651	82.27084119%	[80.7706%, 83.6777%]
2652	82.27752640%	[80.7778%, 83.6839%]
2653	82.28420656%	[80.7850%, 83.6901%]
2654	82.29088169%	[80.7922%, 83.6963%]
2655	82.29755179%	[80.7993%, 83.7025%]
2656	82.26656627%	[80.7677%, 83.6723%]
2657	82.27324050%	[80.7748%, 83.6784%]
2658	82.27990971%	[80.7820%, 83.6846%]
2659	82.24896578%	[80.7504%, 83.6545%]
2660	82.25563910%	[80.7576%, 83.6607%]
2661	82.26230740%	[80.7647%, 83.6669%]
2662	82.26897070%	[80.7719%, 83.6730%]
2663	82.27562899%	[80.7791%, 83.6792%]
2664	82.28228228%	[80.7862%, 83.6854%]
2665	82.25140713%	[80.7547%, 83.6553%]
2666	82.22055514%	[80.7232%, 83.6252%]
2667	82.22722160%	[80.7303%, 83.6314%]
2668	82.23388306%	[80.7375%, 83.6376%]
2669	82.24053953%	[80.7446%, 83.6438%]
2670	82.24719101%	[80.7518%, 83.6500%]
2671	82.21639835%	[80.7203%, 83.6199%]
2672	82.22305389%	[80.7275%, 83.6261%]
2673	82.22970445%	[80.7346%, 83.6323%]
2674	82.23635004%	[80.7418%, 83.6385%]
2675	82.20560748%	[80.7104%, 83.6085%]
2676	82.17488789%	[80.6790%, 83.5785%]
2677	82.18154651%	[80.6861%, 83.5847%]
2678	82.18820015%	[80.6933%, 83.5909%]
2679	82.19484882%	[80.7004%, 83.5971%]
2680	82.20149254%	[80.7076%, 83.6032%]
2681	82.20813129%	[80.7147%, 83.6094%]
2682	82.21476510%	[80.7218%, 83.6156%]
2683	82.22139396%	[80.7289%, 83.6217%]
2684	82.22801788%	[80.7360%, 83.6279%]
2685	82.23463687%	[80.7431%, 83.6340%]
2686	82.24125093%	[80.7502%, 83.6402%]
2687	82.24786007%	[80.7573%, 83.6463%]
2688	82.21726190%	[80.7261%, 83.6165%]
2689	82.22387505%	[80.7332%, 83.6226%]
2690	82.23048327%	[80.7403%, 83.6288%]
2691	82.23708658%	[80.7474%, 83.6349%]
2692	82.24368499%	[80.7545%, 83.6410%]
2693	82.25027850%	[80.7615%, 83.6471%]
2694	82.25686711%	[80.7686%, 83.6533%]
2695	82.26345083%	[80.7757%, 83.6594%]
2696	82.27002967%	[80.7827%, 83.6655%]
2697	82.27660363%	[80.7898%, 83.6716%]
2698	82.28317272%	[80.7969%, 83.6777%]
2699	82.28973694%	[80.8039%, 83.6838%]
2700	82.29629630%	[80.8109%, 83.6899%]
2701	82.30285080%	[80.8180%, 83.6960%]
2702	82.27239082%	[80.7869%, 83.6663%]
2703	82.27894932%	[80.7939%, 83.6724%]
2704	82.28550296%	[80.8010%, 83.6784%]
2705	82.29205176%	[80.8080%, 83.6845%]
2706	82.29859571%	[80.8150%, 83.6906%]
2707	82.30513484%	[80.8220%, 83.6967%]
2708	82.31166913%	[80.8291%, 83.7027%]
2709	82.31819860%	[80.8361%, 83.7088%]
2710	82.32472325%	[80.8431%, 83.7149%]
2711	82.33124308%	[80.8501%, 83.7209%]
2712	82.30088496%	[80.8191%, 83.6913%]
2713	82.30740877%	[80.8261%, 83.6974%]
2714	82.31392778%	[80.8331%, 83.7034%]
2715	82.32044199%	[80.8401%, 83.7095%]
2716	82.32695140%	[80.8470%, 83.7155%]
2717	82.33345602%	[80.8540%, 83.7216%]
2718	82.33995585%	[80.8610%, 83.7276%]
2719	82.34645090%	[80.8680%, 83.7336%]
2720	82.35294118%	[80.8749%, 83.7397%]
2721	82.35942668%	[80.8819%, 83.7457%]
2722	82.36590742%	[80.8889%, 83.7517%]
2723	82.33565920%	[80.8580%, 83.7222%]
2724	82.34214391%	[80.8649%, 83.7283%]
2725	82.34862385%	[80.8719%, 83.7343%]
2726	82.35509905%	[80.8788%, 83.7403%]
2727	82.32489916%	[80.8480%, 83.7108%]
2728	82.33137830%	[80.8550%, 83.7169%]
2729	82.30120923%	[80.8242%, 83.6874%]
2730	82.30769231%	[80.8311%, 83.6935%]
2731	82.31417063%	[80.8381%, 83.6995%]
2732	82.28404100%	[80.8073%, 83.6701%]
2733	82.29052323%	[80.8143%, 83.6761%]
2734	82.29700073%	[80.8212%, 83.6822%]
2735	82.30347349%	[80.8282%, 83.6882%]
2736	82.30994152%	[80.8351%, 83.6942%]
2737	82.31640482%	[80.8420%, 83.7002%]
2738	82.28634039%	[80.8113%, 83.6709%]
2739	82.25629792%	[80.7807%, 83.6416%]
2740	82.26277372%	[80.7876%, 83.6476%]
2741	82.26924480%	[80.7946%, 83.6536%]
2742	82.27571116%	[80.8015%, 83.6596%]
2743	82.28217280%	[80.8084%, 83.6656%]
2744	82.25218659%	[80.7778%, 83.6364%]
2745	82.25865209%	[80.7848%, 83.6424%]
2746	82.26511289%	[80.7917%, 83.6484%]
2747	82.23516564%	[80.7611%, 83.6192%]
2748	82.24163028%	[80.7681%, 83.6252%]
2749	82.21171335%	[80.7375%, 83.5960%]
2750	82.21818182%	[80.7445%, 83.6020%]
2751	82.22464558%	[80.7514%, 83.6080%]
2752	82.19476744%	[80.7209%, 83.5789%]
2753	82.20123502%	[80.7278%, 83.5849%]
2754	82.20769789%	[80.7348%, 83.5909%]
2755	82.21415608%	[80.7417%, 83.5969%]
2756	82.22060958%	[80.7486%, 83.6029%]
2757	82.22705840%	[80.7555%, 83.6089%]
2758	82.23350254%	[80.7624%, 83.6149%]
2759	82.20369699%	[80.7320%, 83.5858%]
2760	82.21014493%	[80.7389%, 83.5918%]
2761	82.21658819%	[80.7458%, 83.5978%]
2762	82.22302679%	[80.7527%, 83.6038%]
2763	82.22946073%	[80.7597%, 83.6098%]
2764	82.23589001%	[80.7665%, 83.6158%]
2765	82.20614828%	[80.7362%, 83.5867%]
2766	82.21258134%	[80.7431%, 83.5927%]
2767	82.21900976%	[80.7500%, 83.5987%]
2768	82.18930636%	[80.7197%, 83.5697%]
2769	82.19573853%	[80.7266%, 83.5757%]
2770	82.20216606%	[80.7335%, 83.5817%]
2771	82.20858896%	[80.7403%, 83.5877%]
2772	82.21500722%	[80.7472%, 83.5936%]
2773	82.22142084%	[80.7541%, 83.5996%]
2774	82.19178082%	[80.7238%, 83.5707%]
2775	82.19819820%	[80.7307%, 83.5766%]
2776	82.20461095%	[80.7376%, 83.5826%]
2777	82.21101909%	[80.7445%, 83.5886%]
2778	82.21742261%	[80.7513%, 83.5945%]
2779	82.22382152%	[80.7582%, 83.6005%]
2780	82.23021583%	[80.7651%, 83.6064%]
2781	82.23660554%	[80.7719%, 83.6124%]
2782	82.24299065%	[80.7788%, 83.6183%]
2783	82.24937118%	[80.7856%, 83.6242%]
2784	82.25574713%	[80.7924%, 83.6302%]
2785	82.26211849%	[80.7993%, 83.6361%]
2786	82.23259153%	[80.7691%, 83.6073%]
2787	82.23896663%	[80.7760%, 83.6132%]
2788	82.24533716%	[80.7828%, 83.6191%]
2789	82.25170312%	[80.7896%, 83.6251%]
2790	82.25806452%	[80.7964%, 83.6310%]
2791	82.26442135%	[80.8033%, 83.6369%]
2792	82.27077364%	[80.8101%, 83.6428%]
2793	82.27712137%	[80.8169%, 83.6487%]
2794	82.28346457%	[80.8237%, 83.6546%]
2795	82.25402504%	[80.7936%, 83.6259%]
2796	82.26037196%	[80.8004%, 83.6318%]
2797	82.26671434%	[80.8072%, 83.6377%]
2798	82.27305218%	[80.8140%, 83.6436%]
2799	82.27938549%	[80.8208%, 83.6495%]
2800	82.28571429%	[80.8276%, 83.6553%]
2801	82.29203856%	[80.8344%, 83.6612%]
2802	82.29835832%	[80.8412%, 83.6671%]
2803	82.30467356%	[80.8479%, 83.6730%]
2804	82.31098431%	[80.8547%, 83.6788%]
2805	82.31729055%	[80.8615%, 83.6847%]
2806	82.32359230%	[80.8682%, 83.6906%]
2807	82.32988956%	[80.8750%, 83.6964%]
2808	82.30056980%	[80.8451%, 83.6678%]
2809	82.30687077%	[80.8518%, 83.6737%]
2810	82.31316726%	[80.8586%, 83.6795%]
2811	82.31945927%	[80.8653%, 83.6854%]
2812	82.32574680%	[80.8720%, 83.6912%]
2813	82.29648063%	[80.8422%, 83.6627%]
2814	82.30277186%	[80.8489%, 83.6685%]
2815	82.30905861%	[80.8557%, 83.6744%]
2816	82.31534091%	[80.8624%, 83.6802%]
2817	82.32161874%	[80.8691%, 83.6861%]
2818	82.32789212%	[80.8759%, 83.6919%]
2819	82.33416105%	[80.8826%, 83.6977%]
2820	82.34042553%	[80.8893%, 83.7036%]
2821	82.34668557%	[80.8960%, 83.7094%]
2822	82.35294118%	[80.9027%, 83.7152%]
2823	82.35919235%	[80.9094%, 83.7210%]
2824	82.36543909%	[80.9161%, 83.7268%]
2825	82.37168142%	[80.9228%, 83.7326%]
2826	82.37791932%	[80.9295%, 83.7384%]
2827	82.38415281%	[80.9362%, 83.7442%]
2828	82.39038190%	[80.9429%, 83.7500%]
2829	82.39660657%	[80.9495%, 83.7558%]
2830	82.40282686%	[80.9562%, 83.7616%]
2831	82.40904274%	[80.9629%, 83.7674%]
2832	82.41525424%	[80.9695%, 83.7732%]
2833	82.38616308%	[80.9398%, 83.7448%]
2834	82.39237826%	[80.9465%, 83.7506%]
2835	82.39858907%	[80.9531%, 83.7563%]
2836	82.40479549%	[80.9598%, 83.7621%]
2837	82.41099753%	[80.9665%, 83.7679%]
2838	82.41719521%	[80.9731%, 83.7737%]
2839	82.38816485%	[80.9435%, 83.7453%]
2840	82.39436620%	[80.9501%, 83.7511%]
2841	82.40056318%	[80.9568%, 83.7569%]
2842	82.40675581%	[80.9634%, 83.7626%]
2843	82.41294407%	[80.9700%, 83.7684%]
2844	82.41912799%	[80.9767%, 83.7741%]
2845	82.42530756%	[80.9833%, 83.7799%]
2846	82.43148278%	[80.9899%, 83.7856%]
2847	82.43765367%	[80.9965%, 83.7914%]
2848	82.44382022%	[81.0031%, 83.7971%]
2849	82.44998245%	[81.0097%, 83.8028%]
2850	82.45614035%	[81.0163%, 83.8086%]
2851	82.46229393%	[81.0229%, 83.8143%]
2852	82.46844320%	[81.0295%, 83.8200%]
2853	82.47458815%	[81.0361%, 83.8257%]
2854	82.48072880%	[81.0427%, 83.8314%]
2855	82.48686515%	[81.0493%, 83.8371%]
2856	82.49299720%	[81.0559%, 83.8428%]
2857	82.49912496%	[81.0624%, 83.8485%]
2858	82.50524843%	[81.0690%, 83.8542%]
2859	82.51136761%	[81.0756%, 83.8599%]
2860	82.51748252%	[81.0821%, 83.8656%]
2861	82.48864034%	[81.0527%, 83.8375%]
2862	82.49475891%	[81.0592%, 83.8432%]
2863	82.50087321%	[81.0658%, 83.8489%]
2864	82.50698324%	[81.0723%, 83.8545%]
2865	82.51308901%	[81.0789%, 83.8602%]
2866	82.48429867%	[81.0495%, 83.8321%]
2867	82.49040809%	[81.0560%, 83.8378%]
2868	82.49651325%	[81.0626%, 83.8435%]
2869	82.50261415%	[81.0691%, 83.8492%]
2870	82.47386760%	[81.0398%, 83.8211%]
2871	82.47997214%	[81.0463%, 83.8268%]
2872	82.48607242%	[81.0529%, 83.8325%]
2873	82.49216847%	[81.0594%, 83.8382%]
2874	82.49826026%	[81.0659%, 83.8438%]
2875	82.50434783%	[81.0724%, 83.8495%]
2876	82.51043115%	[81.0790%, 83.8552%]
2877	82.51651025%	[81.0855%, 83.8608%]
2878	82.52258513%	[81.0920%, 83.8665%]
2879	82.52865578%	[81.0985%, 83.8721%]
2880	82.53472222%	[81.1050%, 83.8778%]
2881	82.54078445%	[81.1115%, 83.8834%]
2882	82.54684247%	[81.1180%, 83.8890%]
2883	82.55289629%	[81.1245%, 83.8947%]
2884	82.55894591%	[81.1310%, 83.9003%]
2885	82.56499133%	[81.1375%, 83.9059%]
2886	82.57103257%	[81.1439%, 83.9115%]
2887	82.57706962%	[81.1504%, 83.9172%]
2888	82.58310249%	[81.1569%, 83.9228%]
2889	82.55451713%	[81.1277%, 83.8949%]
2890	82.56055363%	[81.1342%, 83.9005%]
2891	82.56658596%	[81.1406%, 83.9061%]
2892	82.57261411%	[81.1471%, 83.9117%]
2893	82.57863809%	[81.1535%, 83.9173%]
2894	82.58465791%	[81.1600%, 83.9229%]
2895	82.59067358%	[81.1664%, 83.9285%]
2896	82.56215470%	[81.1373%, 83.9007%]
2897	82.56817397%	[81.1438%, 83.9063%]
2898	82.57418910%	[81.1502%, 83.9119%]
2899	82.58020007%	[81.1567%, 83.9175%]
2900	82.58620690%	[81.1631%, 83.9231%]
2901	82.59220958%	[81.1695%, 83.9287%]
2902	82.59820813%	[81.1760%, 83.9342%]
2903	82.56975543%	[81.1469%, 83.9065%]
2904	82.57575758%	[81.1534%, 83.9121%]
2905	82.58175559%	[81.1598%, 83.9177%]
2906	82.58774948%	[81.1662%, 83.9232%]
2907	82.59373925%	[81.1726%, 83.9288%]
2908	82.59972490%	[81.1791%, 83.9344%]
2909	82.57133035%	[81.1501%, 83.9067%]
2910	82.57731959%	[81.1565%, 83.9123%]
2911	82.58330471%	[81.1629%, 83.9178%]
2912	82.58928571%	[81.1693%, 83.9234%]
2913	82.56093375%	[81.1404%, 83.8957%]
2914	82.56691833%	[81.1468%, 83.9013%]
2915	82.57289880%	[81.1532%, 83.9069%]
2916	82.57887517%	[81.1596%, 83.9124%]
2917	82.58484745%	[81.1660%, 83.9180%]
2918	82.59081563%	[81.1724%, 83.9235%]
2919	82.56252141%	[81.1435%, 83.8959%]
2920	82.53424658%	[81.1146%, 83.8684%]
2921	82.54022595%	[81.1210%, 83.8739%]
2922	82.54620123%	[81.1274%, 83.8795%]
2923	82.55217243%	[81.1338%, 83.8851%]
2924	82.55813953%	[81.1402%, 83.8906%]
2925	82.56410256%	[81.1466%, 83.8962%]
2926	82.57006152%	[81.1530%, 83.9017%]
2927	82.54185173%	[81.1242%, 83.8742%]
2928	82.54781421%	[81.1306%, 83.8797%]
2929	82.55377262%	[81.1370%, 83.8853%]
2930	82.55972696%	[81.1434%, 83.8908%]
2931	82.56567724%	[81.1497%, 83.8964%]
2932	82.57162347%	[81.1561%, 83.9019%]
2933	82.54347085%	[81.1274%, 83.8744%]
2934	82.54942059%	[81.1338%, 83.8800%]
2935	82.55536627%	[81.1401%, 83.8855%]
2936	82.56130790%	[81.1465%, 83.8910%]
2937	82.56724549%	[81.1529%, 83.8966%]
2938	82.57317903%	[81.1592%, 83.9021%]
2939	82.57910854%	[81.1656%, 83.9076%]
2940	82.58503401%	[81.1719%, 83.9131%]
2941	82.59095546%	[81.1783%, 83.9186%]
2942	82.59687288%	[81.1846%, 83.9241%]
2943	82.60278627%	[81.1909%, 83.9296%]
2944	82.60869565%	[81.1973%, 83.9351%]
2945	82.61460102%	[81.2036%, 83.9406%]
2946	82.62050238%	[81.2099%, 83.9461%]
2947	82.59246692%	[81.1813%, 83.9188%]
2948	82.59837178%	[81.1876%, 83.9243%]
2949	82.57036283%	[81.1590%, 83.8970%]
2950	82.57627119%	[81.1654%, 83.9025%]
2951	82.58217553%	[81.1717%, 83.9080%]
2952	82.58807588%	[81.1780%, 83.9134%]
2953	82.59397223%	[81.1843%, 83.9189%]
2954	82.59986459%	[81.1906%, 83.9244%]
2955	82.60575296%	[81.1969%, 83.9299%]
2956	82.61163735%	[81.2032%, 83.9354%]
2957	82.61751775%	[81.2095%, 83.9409%]
2958	82.58958756%	[81.1810%, 83.9136%]
2959	82.59547144%	[81.1873%, 83.9191%]
2960	82.60135135%	[81.1936%, 83.9246%]
2961	82.60722729%	[81.1999%, 83.9300%]
2962	82.61309926%	[81.2062%, 83.9355%]
2963	82.61896726%	[81.2125%, 83.9410%]
2964	82.59109312%	[81.1840%, 83.9138%]
2965	82.59696459%	[81.1903%, 83.9192%]
2966	82.60283210%	[81.1966%, 83.9247%]
2967	82.60869565%	[81.2029%, 83.9302%]
2968	82.61455526%	[81.2092%, 83.9356%]
2969	82.62041091%	[81.2155%, 83.9411%]
2970	82.62626263%	[81.2217%, 83.9465%]
2971	82.59845170%	[81.1933%, 83.9194%]
2972	82.60430686%	[81.1996%, 83.9248%]
2973	82.61015809%	[81.2059%, 83.9303%]
2974	82.61600538%	[81.2121%, 83.9357%]
2975	82.58823529%	[81.1838%, 83.9086%]
2976	82.59408602%	[81.1901%, 83.9141%]
2977	82.59993282%	[81.1963%, 83.9195%]
2978	82.60577569%	[81.2026%, 83.9250%]
2979	82.61161464%	[81.2088%, 83.9304%]
2980	82.58389262%	[81.1805%, 83.9034%]
2981	82.58973499%	[81.1868%, 83.9088%]
2982	82.59557344%	[81.1930%, 83.9142%]
2983	82.60140798%	[81.1993%, 83.9197%]
2984	82.60723861%	[81.2055%, 83.9251%]
2985	82.61306533%	[81.2118%, 83.9305%]
2986	82.61888814%	[81.2180%, 83.9359%]
2987	82.62470706%	[81.2242%, 83.9414%]
2988	82.63052209%	[81.2305%, 83.9468%]
2989	82.63633322%	[81.2367%, 83.9522%]
2990	82.64214047%	[81.2429%, 83.9576%]
2991	82.64794383%	[81.2491%, 83.9630%]
2992	82.65374332%	[81.2553%, 83.9684%]
2993	82.65953892%	[81.2615%, 83.9738%]
2994	82.66533066%	[81.2678%, 83.9792%]
2995	82.67111853%	[81.2740%, 83.9846%]
2996	82.67690254%	[81.2801%, 83.9900%]
2997	82.68268268%	[81.2863%, 83.9954%]
2998	82.68845897%	[81.2925%, 84.0007%]
2999	82.69423141%	[81.2987%, 84.0061%]
3000	82.70000000%	[81.3049%, 84.0115%]
3001	82.67244252%	[81.2768%, 83.9846%]
3002	82.67821452%	[81.2829%, 83.9900%]
3003	82.65068265%	[81.2548%, 83.9631%]
3004	82.65645806%	[81.2610%, 83.9685%]
3005	82.66222962%	[81.2672%, 83.9739%]
3006	82.66799734%	[81.2734%, 83.9792%]
3007	82.67376122%	[81.2795%, 83.9846%]
3008	82.67952128%	[81.2857%, 83.9900%]
3009	82.68527750%	[81.2919%, 83.9953%]
3010	82.69102990%	[81.2980%, 84.0007%]
3011	82.69677848%	[81.3042%, 84.0060%]
3012	82.70252324%	[81.3103%, 84.0114%]
3013	82.70826419%	[81.3165%, 84.0167%]
3014	82.71400133%	[81.3226%, 84.0221%]
3015	82.68656716%	[81.2946%, 83.9953%]
3016	82.65915119%	[81.2666%, 83.9686%]
3017	82.63175340%	[81.2387%, 83.9418%]
3018	82.63750828%	[81.2448%, 83.9472%]
3019	82.64325936%	[81.2510%, 83.9526%]
3020	82.64900662%	[81.2572%, 83.9579%]
3021	82.65475008%	[81.2633%, 83.9633%]
3022	82.66048974%	[81.2694%, 83.9686%]
3023	82.66622560%	[81.2756%, 83.9739%]
3024	82.67195767%	[81.2817%, 83.9793%]
3025	82.64462810%	[81.2538%, 83.9526%]
3026	82.65036352%	[81.2600%, 83.9580%]
3027	82.65609514%	[81.2661%, 83.9633%]
3028	82.66182299%	[81.2722%, 83.9686%]
3029	82.66754705%	[81.2784%, 83.9740%]
3030	82.67326733%	[81.2845%, 83.9793%]
3031	82.67898383%	[81.2906%, 83.9846%]
3032	82.68469657%	[81.2967%, 83.9899%]
3033	82.69040554%	[81.3028%, 83.9953%]
3034	82.66315096%	[81.2750%, 83.9687%]
3035	82.66886326%	[81.2811%, 83.9740%]
3036	82.67457181%	[81.2872%, 83.9793%]
3037	82.68027659%	[81.2934%, 83.9846%]
3038	82.68597762%	[81.2995%, 83.9899%]
3039	82.69167489%	[81.3056%, 83.9952%]
3040	82.69736842%	[81.3117%, 84.0005%]
3041	82.70305820%	[81.3177%, 84.0059%]
3042	82.67587114%	[81.2900%, 83.9793%]
3043	82.64870194%	[81.2623%, 83.9528%]
3044	82.65440210%	[81.2684%, 83.9581%]
3045	82.66009852%	[81.2745%, 83.9634%]
3046	82.66579120%	[81.2806%, 83.9687%]
3047	82.63866098%	[81.2529%, 83.9423%]
3048	82.64435696%	[81.2590%, 83.9476%]
3049	82.65004920%	[81.2651%, 83.9529%]
3050	82.65573770%	[81.2711%, 83.9582%]
3051	82.66142248%	[81.2772%, 83.9635%]
3052	82.66710354%	[81.2833%, 83.9688%]
3053	82.67278087%	[81.2894%, 83.9741%]
3054	82.67845449%	[81.2955%, 83.9793%]
3055	82.65139116%	[81.2678%, 83.9529%]
3056	82.65706806%	[81.2739%, 83.9582%]
3057	82.63002944%	[81.2463%, 83.9318%]
3058	82.60300850%	[81.2187%, 83.9055%]
3059	82.60869565%	[81.2248%, 83.9108%]
3060	82.61437908%	[81.2309%, 83.9161%]
3061	82.58738974%	[81.2034%, 83.8897%]
3062	82.59307642%	[81.2095%, 83.8950%]
3063	82.59875939%	[81.2155%, 83.9003%]
3064	82.57180157%	[81.1880%, 83.8740%]
3065	82.57748777%	[81.1941%, 83.8793%]
3066	82.55055447%	[81.1666%, 83.8530%]
3067	82.55624389%	[81.1727%, 83.8583%]
3068	82.56192960%	[81.1788%, 83.8636%]
3069	82.56761160%	[81.1849%, 83.8689%]
3070	82.57328990%	[81.1909%, 83.8742%]
3071	82.54640182%	[81.1635%, 83.8480%]
3072	82.55208333%	[81.1696%, 83.8533%]
3073	82.55776115%	[81.1757%, 83.8586%]
3074	82.56343526%	[81.1817%, 83.8639%]
3075	82.56910569%	[81.1878%, 83.8691%]
3076	82.57477243%	[81.1939%, 83.8744%]
3077	82.58043549%	[81.1999%, 83.8797%]
3078	82.55360624%	[81.1725%, 83.8535%]
3079	82.52679441%	[81.1452%, 83.8273%]
3080	82.50000000%	[81.1178%, 83.8012%]
3081	82.50567997%	[81.1239%, 83.8065%]
3082	82.47890980%	[81.0966%, 83.7803%]
3083	82.48459293%	[81.1027%, 83.7856%]
3084	82.49027237%	[81.1088%, 83.7909%]
3085	82.46353323%	[81.0815%, 83.7648%]
